question,answer,brand,url
How much is car insurance?,"Each insurance company calculates the cost of car insurance differently. The cost of Allianz Comprehensive and Third Party Property Damage Car Insurance is determined by a range of factors. When calculating your car insurance premium, we consider factors such as: the type of cover you hold the age, driving experience and claims history of the person who drives the car most the year, make and model of your car the location your car is parked You can get your quote online for our Comprehensive Car Insurance and Third Party Property Damage Car Insurance.",allianz,https://www.allianz.com.au/car-insurance.html#
What is excess in car insurance?,"Excess is the amount you’ll need to pay towards the cost of a claim. Your policy documentation will show two excess amounts: Basic excess and Under 25 Driver excess. Basic excess is the amount that applies to each claim that you make. Under 25 Driver excess is an amount added to your Basic excess if the driver of your car is under the age of 25 at the time an incident occurs. You can reduce the amount of your Under 25 Driver excess by listing the youngest driver on your policy but this may also increase your premium. If you or the driver of your car are involved in an accident and aren’t at fault and can provide us with the responsible party’s details, you may not have to pay an excess. For more information, read our car insurance excess guide. View the Product Disclosure Statement (PDS) for more information about your excess.",allianz,https://www.allianz.com.au/car-insurance.html#
Can I reduce my premium?,"If you have Allianz Comprehensive Car Insurance, you may be able to reduce your premium by increasing your basic excess. You may have to pay a higher excess at claim time.",allianz,https://www.allianz.com.au/car-insurance.html#
What if I have a car accident?,"If you have Allianz Comprehensive Car Insurance: Contact police/ambulance if people are injured. Record the name, address, phone number, email address, licence number, and insurer of other drivers involved. Record the registration numbers, make, and model of the vehicles involved. Try to get names, addresses, phone numbers, and email addresses of witnesses. Where possible, try to get photos of any damages caused and vehicles involved where it’s safe to do so. If your car isn’t driveable, call us and if you have comprehensive car insurance, we’ll arrange for it to be towed somewhere safe and cover the reasonable costs of towing and storage. Make sure you have the address details so that you can let us know where your car is located. For more information, read our article on what to do after a car accident.",allianz,https://www.allianz.com.au/car-insurance.html#
What if my car is stolen?,"If your vehicle has been stolen, report it to the police as soon as possible and record the police report number when it’s issued to you. Once the Police have been notified, if you have Allianz Comprehensive Car Insurance submit a claim online, or call our claims department on 13 10 13 and one of our friendly consultants will take you through the claims process.",allianz,https://www.allianz.com.au/car-insurance.html#
Can a family member enquire or make changes to my car insurance policy?,"If you've given a family member authority and we've agreed, we're able to provide any information about your insurance policy and can action any requests on your behalf. Contact us on 13 1000 to discuss what's involved in providing family member access to your car insurance policy.",allianz,https://www.allianz.com.au/car-insurance.html#
Do I need to inform you if I’m teaching my child to drive in a car insured with Allianz?,"No. For customers with Allianz Comprehensive or Third Party Property Damage Car Insurance, learner drivers driving the car with your permission are automatically covered when accompanied by an instructing driver holding a full, unrestricted Australian drivers licence and who meets the criteria set out by your relevant State Roads Authority.",allianz,https://www.allianz.com.au/car-insurance.html#
What’s the difference between personal and commercial vehicle insurance for my business?,"Allianz Comprehensive Car Insurance is personal car insurance that can cover your vehicle for private use, with occasional and limited business use. Depending on the type of business use, Comprehensive Car Insurance may provide cover if you use the same car for both personal and business purposes. Note: we don’t offer cover for cars used for ride share or car share. Commercial Vehicle Insurance is specifically designed to provide cover for vehicles used for business purposes. It generally provides broader coverage for commercial vehicles, such as for cars, trucks, forklifts, diggers, and trailers, that may not be typically included in a personal car insurance policy. For more information, see our article Personal vs commercial vehicle insurance for businesses. Please refer to the relevant PDS or contact us on 13 1000 if you require more information.",allianz,https://www.allianz.com.au/car-insurance.html#
How do I update my car insurance policy?,You can make changes to your policy in the RACV App and your online account. This includes: updating your vehicle details adding options or extras changing your excess changing your policy type by cancelling your existing policy and purchasing a new one. Go to your online account and select your policy to make changes. You can also call us on 13 72 28 or visit a retail store.,racv,https://www.racv.com.au/help-and-support/car-insurance.html
Can someone else make changes to my insurance policy?,"At RACV, we care about your privacy. To make changes on your insurance policy, another person will need to be either: insured on your policy listed as an authorised representative on your account. This helps us keep your account secure. To add someone as an authorised representative, call us on 13 72 28 or visit a retail store.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
How do I renew my policy?,"When your insurance is due for renewal, you'll find the details on your renewal notice. You will receive this via mail or email, depending on your communication preferences. You can also find a copy in your online account. To renew your policy in the RACV App: Click on ‘My products’. Click on the product you want to renew. Click ‘Make payment’ when you’re ready to renew. To renew your policy online: Go to your online account From your dashboard, review your policy details Click ‘Make payment’ when you’re ready to renew. When to pay If you have monthly direct debit payments set up, you don’t need to do anything – we’ll take payment on your regular date. If you pay your policy annually, you should make a payment before the due date. You can pay online, over the phone, in one of our retail or agency stores, or at your local post office. Payment methods include Visa or Mastercard, PayPal or BPAY. Learn more about billing and payments.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
How do I cancel my car insurance?,"You can cancel your car insurance online. Go to your online account and choose the policy you want to cancel. If you don't have an online account, you can create one with your Member details. From there, click the ‘cancel policy’ button. If you prefer to have one of our team cancel your policy, call us on 13 72 28 or visit a retail store.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Can I transfer my insurance from one car to another?,"Yes, you can transfer your car insurance policy to another vehicle. Things to keep in mind: Your premium may change based on your updated vehicle. This means you may be charged an additional premium or be refunded for a portion of your premium. If you transfer your insurance to a new vehicle, your previous vehicle will no longer be covered. To transfer your policy to a different vehicle: Go to your online account. Click on your product. Click ‘view details’. Click ‘edit’ and enter your vehicle details. You can also call us on 13 72 28 or visit a retail store.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Do I need to list other drivers on my policy?,"No matter who's driving, RACV Motor Insurance offers cover for all licensed drivers provided they meet the underwriting criteria, including any additional excesses that may apply to unlisted drivers. This includes: learner drivers when being supervised by a fully licensed driver drivers with an international driving license. You don't have to list all additional drivers using your car, but it’s worth considering based on how frequently others drive your car and any additional excesses that may apply to unlisted drivers. Keep in mind that naming additional drivers may change your premium. To add or remove drivers to your policy: Go to your online account Click on your policy Scroll to ‘The drivers’ section Click ‘edit’ and enter driver details.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
"I’m selling my car, what do I need to do?","If you’ve sold your car and purchased another vehicle, you can transfer your insurance policy from your previous vehicle to your replacement one. Find out how to transfer your insurance to another vehicle If you’re selling your car and no longer need car insurance, you can cancel your existing policy online. You can also call us on 13 72 28 or visit a retail store.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Do I get a refund if I cancel my insurance?,"If you cancel your insurance policy before your renewal date, you may receive a refund, depending on the period you’ve paid for. Annual payments You will be refunded any premium paid from the cancellation date to the renewal date listed on your Certificate of Insurance.** Monthly payments If you cancel your policy midterm, your premium covers you for any time held in cover as shown on your latest Certificate of Insurance, until the cancellation date. This means: If you have paid more than the time held in cover, you will be entitled to a refund.** If you have paid less than the time held in cover a final amount may still be debited from your nominated account. **In the event of a total loss, your policy comes to an end and no refund of premium is due to you. If you’re paying monthly, the remaining instalments will be deducted from the amount you are paid in settlement of your claim.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Can I insure a car without a driver's licence?,"You don’t need to have a driver’s licence to insure a car. However, to be covered in an incident, the driver of the vehicle needs to be licensed. To better understand your eligibility for RACV Motor Insurance, call us on 13 72 28 or visit a retail store.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
How do I update my details?,"You can update your details via the RACV App and online. This includes your vehicle details, registration number, home address or contact information. To update your details via the RACV App: Go to the ‘Account’ page in the menu. Click on ‘Personal details’ or ‘Home and product addresses’ depending on which you’d like to update. To update your details via your online account: Go to 'View details' next to your product to update product information. Go to 'Update personal details' to change your contact information. Keep in mind Changes to some information – like your home address – may affect your premium. You can’t change your name, date of birth or gender online. You may not be able to make certain changes online during your policy term.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
What changes can I make to my policies using my online account?,"In the RACV App and your online account, you can: view your policy details pay and renew policies change your basic excess at your policy renewal time. You can make additional changes online for car insurance, such as updating or cancelling your policy.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Can I change my car insurance excess?,"If you have Complete Care® or Comprehensive policies, you can choose your basic excess amount when you join or renew your policy. If you want to increase your basic excess, you can do this at any time. Keep in mind If you choose a higher basic excess, your premium may decrease. Changing your excess may also affect the types of incidents for which you can make a claim. For example, if the damage is not above the basic excess, you’ll be unable to claim. Your basic excess amount will be shown on your Certificate of Insurance. To update your car insurance policy: Go to your online account. Click on your product. Click ‘view details’. Under ‘Options and excesses’ click ‘edit’. You can also call us on 13 72 28 or visit a retail store. For more detailed information, read the Premium, Excesses and Discounts Guide.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
How can I lower my premium?,"There are a few things you can do to save on your premium. Increase your excess Choosing a higher basic excess may reduce your premium. But remember: if you make a claim, you’ll pay more out of pocket. You can change your basic excess at your policy renewal time through your online account. Pay annually When you pay your insurance upfront, instead of in monthly instalments, you may pay less. Add more policies When you have two or more eligible RACV Insurance policies, you’ll save 10% off each thanks to the Multi-Policy Discount*. That means combined building and contents policies automatically save. But it’s not just for home insurance – all RACV motor, caravan and trailer, and boat insurance policies are also eligible. Stick with RACV The longer you’re a Member, the more you can save on RACV Insurance policies (and other eligible products) with our Years of Membership Benefits loyalty discounts program#*. It’s our way of thanking you for staying with us.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
What is a car insurance excess?,"An excess is the amount you contribute toward the cost of a claim once it has been accepted. There are three types of excess: basic, age and special. Some situations where you'll need to pay an excess: you or the person driving your vehicle was at fault in an incident the incident wasn't your fault but you don't have the details of the at-fault party the damage is caused by collision with an animal your car was damaged by an event (such as hail, or a tree during a storm). When you start a claim online, you'll find out whether an excess is payable. If you have an excess to pay, you can log in to pay it online. For more detailed information, see the Premium, Excesses and Discounts Guide (PED).",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Why has my premium increased at renewal time?,"You may have seen an increase to your premium when you received your renewal notice. There are a few things that may impact the cost of your insurance year-on-year, like: inflation increased wild weather being involved in a recent incident parts and labour shortages changes to your circumstance like changing your address adding optional covers. These can affect your premium even if you’ve never made a claim and your personal circumstances haven’t changed. RACV Insurance can help protect what matters to you the most, should you ever need to make a claim. As an RACV Member, you can manage your premium with flexible excess options (for Complete Care and Comprehensive), monthly and annual payment options. To understand how your premium is calculated check out the Premium, Excess and Discounts Guide.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Will adding another driver to my car insurance policy affect my premium or excess?,"Your car insurance premium may change if another driver is named on your policy. If an unnamed driver is found to be at fault for an incident while driving your car, you will need to pay any additional excesses that apply to them. For more details on how your premium and excesses are calculated, read the Premium, Excesses and Discounts Guide.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
How do I check what I’m covered for?,"Open the RACV App or your online account to view your products and check what you're covered for. Your Certificate of Insurance will also include details about your cover, any limits that apply and additional extras. For more information on your insurance policy, read the relevant Product Disclosure Statement.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Do you cover modifications to my vehicle?,"Yes, modifications are covered if they are attached to your vehicle. This includes things like: hand controls and hoists 4x4 modifications wheelchair ramps. You don't need to list these on your policy, as they’re covered as part of the agreed or market value listed on your Certificate of Insurance. Go to your online account to check your level of cover, or find it on your Certificate of Insurance.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Do you cover the cost of towing my vehicle after an incident?,"This depends on which policy you have. Complete Care® Insurance You're covered for the cost of towing your vehicle to the repairer after any damage covered by your policy, whether it can be driven or not. Comprehensive Insurance You're covered for the cost of towing your vehicle to the repairer after any damage covered by your policy, if the vehicle cannot be driven. Third Party Fire and Theft Insurance You're covered for the costs of one tow from an incident, covered by your policy, to a safe place or repairer. Third Party Property Damage Insurance You're covered for the cost of towing your vehicle to the repairer only if claiming the Uninsured Motorist's Extension section of the policy. For more information, read the Product Disclosure Statement.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Am I covered if I hit an animal?,"With RACV Comprehensive or Complete Care® Car Insurance, you're covered for a range of incidents, including collision with an animal. You'll need to pay the applicable excess. Damage caused by swerving to avoid hitting an animal and then hitting something else, such as a pole, is considered an at-fault incident. This may impact your premium when you renew your policy.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Are items kept in my vehicle covered by my policy?,"With Complete Care® and Comprehensive Insurance, you're covered for most items kept in your vehicle. This includes most personal items that are not permanently fixed to the vehicle and are damaged in an incident. Cover for personal items With Complete Care®, you’re covered for loss or damage of personal items up to $1000 in value. With Comprehensive, you’re covered for damage to personal items, up to $500 in value (excluding motorcycles). Personal items do not include cash, mobile phones, tools of trade or any standard equipment, option or accessory fitted to the vehicle Cover for Baby capsules/child seats With Complete Care® and Comprehensive Insurance you’re covered for loss or damage of baby capsules or child seats up to $500 per item.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Are learner drivers covered to drive my vehicle?,"Yes, learner drivers are automatically covered under your RACV Motor Insurance policy. This includes both cars and motorcycles. When the learner driver is behind the wheel under your supervision, you are treated as the driver. This means your policy will provide the same level of cover if you and your learner driving your car are involved in an incident that it would if you were driving.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
What are the different types of car insurance?,"RACV Motor Insurance has different policies to help suit a range of needs. Complete Care® Car Insurance This is the highest level of RACV Motor Insurance. You’ll be covered for damages caused in an insured incident and have access to inclusions like: no excess for windscreen, sunroof and window glass repairs vehicle pick-up and return after a claim has been made post-repair vehicle inspection hire cars after incidents emergency transport and accommodation (up to $1,500) any repairer of your choice. Comprehensive Car Insurance You'll be covered for damage to your vehicle and other people's property or vehicles in the event of a collision. You can also choose to add extras to your policy, including: no excess for windscreen, sunroof and window glass repairs hire car after incidents the option to choose your own repairer. Comprehensive Car Insurance insures your vehicle for an agreed or market value. Third Party Fire and Theft You’ll not only be protected if you unintentionally cause damage to other people’s property, but also covered if your car is stolen or damaged by a fire. You won’t be covered for costs to repair your damaged vehicle following an incident when you’re at fault. Third Party Property Damage With this cover, you’ll be protected for unintentional damage you cause to another person’s vehicle or property - such as driving into someone’s car or fence. You won’t be covered for costs to repair your damaged vehicle following an incident when you’re at fault. To find out what policy suits your needs, you can compare our car insurance options. For full details of what is and isn’t covered, see the Product Disclosure Statement (PDS).",racv,https://www.racv.com.au/help-and-support/car-insurance.html
What is the difference between market value and agreed value?,"Agreed value This is how much RACV Insurance agrees to insure your vehicle for. You can choose from within a value range, and it remains fixed for the term of the policy. At renewal, RACV Insurance considers the changes in your vehicles agreed value using local market values. Check your renewal notice for any changes. Market value This is an assessment of your vehicle’s value at the time of an incident you’re making a claim for. It considers local market prices and the age and condition of your vehicle. For more information on what’s included in your agreed or market value, check the Product Disclosure Statement. You can only choose between agreed value and market value if you purchase a Comprehensive Car Insurance policy.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
Where can I find the Product Disclosure Statement for my policy?,"You can find your Product Disclosure statement in our policy document library. You'll also find guides to premium, excess and discounts, target market determination and other key documents.",racv,https://www.racv.com.au/help-and-support/car-insurance.html
What is a cover note?,A cover note is a short-term contract of insurance that provides immediate coverage for your vehicle. It allows you time to submit all required information and payment to obtain your full policy. The duration of the cover note is specified within the document,MB Insurance,https://www.mbinsurance.com.au/faq/?utm
What if I have not submitted the required additional information and/or made payment by the end of the cover note period?,"It's important to provide all requested information and payment before the cover note expires. Failure to do so will result in the cover note expiring, and coverage will cease. If you anticipate delays, contact MB Insurance in advance to discuss possible solutions. ",MB Insurance,https://www.mbinsurance.com.au/faq/?utm
Who is the security behind the MB Prestige Motor Vehicle Insurance?,"The MB Prestige Motor Vehicle Insurance product is underwritten by certain underwriters at Lloyd's, the world's leading insurance and reinsurance marketplace.",MB Insurance,https://www.mbinsurance.com.au/faq/?utm
What sort of vehicles does MB Insurance insure?,"MB Insurance specializes in insuring prestige, luxury, high-performance, classic, and vintage vehicles, as well as Japanese and American imported vehicles and other specialist types.",MB Insurance,https://www.mbinsurance.com.au/faq/?utm
How do I retrieve my quote?,"You can retrieve your quote by visiting the Huddle Insurance website and entering your details. Alternatively, you can reach out to Huddle Insurance customer support for help.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Do I need to add a learner driver to my policy?,"If a learner driver will be driving your car, you should declare this when applying for the policy. You may need to add them to your policy depending on the situation.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Am I covered if I use my car for ridesharing services like Uber?,Huddle Insurance typically does not provide coverage for vehicles used for ridesharing services like Uber. You should contact them to confirm coverage options for such use.,Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
What discounts can I get on my policy?,"Huddle Insurance offers several discounts, such as multi-policy discounts, no-claims discounts, and safe-driving discounts.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Are trailers covered under my car insurance policy?,"Trailers may be covered under certain circumstances, but it depends on your policy. It’s best to check the terms and conditions of your policy or speak with Huddle Insurance.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
How do I make a claim with Huddle Insurance?,"To make a claim with Huddle Insurance, you can either file a claim online through their website or contact their claims team directly for assistance.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Can I choose who repairs my car?,"Yes, you can choose who repairs your car, provided the repair shop is approved by Huddle Insurance. They may have preferred repair partners.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Do I get a hire car if my vehicle is being repaired?,"Huddle Insurance may provide a hire car if your car is being repaired after a covered claim, but this is subject to the policy terms and conditions.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
Does Huddle Insurance offer cover notes?,"Yes, Huddle Insurance does offer cover notes, which provide temporary insurance coverage until your full policy is finalized.",Huddle Insurance,https://www.huddleinsurance.com/au/faqs?utm
What sort of insurance do you provide?,"LSV offers Comprehensive Insurance covering loss or damage to your car, as well as damage you may cause to someone else's vehicle or property, up to $30,000,000. They also offer Third Party Property Damage Insurance, which protects against claims for damage you may cause to another person's car or property, also up to $30,000,000.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
How can I contact LSV?,"You can reach LSV by calling 133 578. Their operating hours are Monday to Friday, 8:30 am – 5:00 pm (AEST) for Sales & Service, and 24/7 for Claims. You can also email them at contactus@lumley.com.au or mail them at PO BOX 16042, Collins St West VIC 8007.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
Do you insure drivers under the age of 25?,LSV only offers insurance to drivers 25 years of age or older.,Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
What is an agreed value?,"The agreed value is the maximum amount LSV will pay if your vehicle is damaged or stolen. This value is set at the start of your policy and is based on your car's make, model, accessories, and modifications that LSV has agreed to cover. The agreed value remains constant during the coverage period and is displayed on your policy schedule.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
How do I make a claim?,"If your car has been damaged, stolen, or someone is claiming against you, call LSV on 133 578. If your car has been stolen or maliciously damaged, it's important to report the incident to the police immediately and obtain the report or event number.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
Can I use my own repairer?,"Yes, if LSV elects to repair your car, you may choose your own licensed repairer. LSV guarantees the workmanship and materials on all repairs they authorize for the life of the vehicle.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
Can I get my car back if it is declared a write-off?,"If your car is 25 years old or more and LSV declares it a total loss, you may keep the salvage of your car at no extra cost. For cars less than 25 years old, you may choose to purchase the salvage at a fair and reasonable cost set by LSV.",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
What credit cards do you accept?,"LSV accepts Visa or MasterCard. For more details on payment methods, please call them on 133 5",Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
Are learner drivers covered under my policy?, Learner drivers are covered under the policy as long as they drive under the instruction of a fully licensed driver alongside them.,Lumley Special Vehicles,https://www.lsvcarinsurance.com.au/help-and-support?
How do I retrieve my quote?,"You can retrieve your quote by visiting HSBC's insurance website and entering your details. Alternatively, you can contact HSBC customer support for assistance.",HSBC,https://www.hsbc.com.au/faqs/
Do I need to add a learner driver to my policy?,"If you have a learner driver in your household, it is important to declare this when applying for your insurance. Depending on the circumstances, you may need to add them to your policy.",HSBC,https://www.hsbc.com.au/faqs/
Am I covered if I use my car for ridesharing services like Uber?,HSBC typically does not provide coverage for vehicles used for ridesharing services like Uber. You should contact them to confirm specific coverage details.,HSBC,https://www.hsbc.com.au/faqs/
What discounts can I get on my policy?,"HSBC offers several discounts, including multi-car discounts, no-claims discounts, and discounts for safe driving or installing approved security devices in your car.",HSBC,https://www.hsbc.com.au/faqs/
Are there any types of vehicles HSBC does not insure?,"HSBC generally does not insure vehicles that are modified for racing, vehicles used for professional motorsport, or vehicles that are older than a certain age. It's best to check with HSBC for specifics.",HSBC,https://www.hsbc.com.au/faqs/
How do I get a copy of my insurance certificate?,"You can request a copy of your insurance certificate by logging into your HSBC account online, or by contacting HSBC's customer service team for assistance.",HSBC,https://www.hsbc.com.au/faqs/
What happens if my car is a total loss?,"If your car is declared a total loss, HSBC may compensate you based on the value of the car at the time of the incident, minus any excess charges.",HSBC,https://www.hsbc.com.au/faqs/
Do I get a hire car in the event of a claim?,"HSBC may provide a hire car if your car is involved in an accident or is being repaired after a covered claim, subject to terms and conditions of your policy.",HSBC,https://www.hsbc.com.au/faqs/
Can I cancel my policy and get a refund?,"Yes, you can cancel your policy, but whether you receive a refund depends on the timing and the terms of the policy. HSBC may charge a cancellation fee, and a refund is typically only available if you cancel early in the policy period.",HSBC,https://www.hsbc.com.au/faqs/
What is an excess?,"An Excess is the amount you pay towards the cost of your claim for each incident covered by your policy. You may have to pay more than one type of excess.

The total excess you are required to pay is determined by the circumstances of your claim. The excesses that apply to your policy are shown on your certificate.

There are circumstances where your excess may be waived.",APIA,https://www.apia.com.au/faqs/car/excess.html#excess
Do I have to list addiitonal drivers on my Apia Car Insurance policy?,"You must list all people who are going to drive your car regularly on your insurance policy. If you're not sure, it's best to list them.",APIA,https://www.apia.com.au/faqs/car.html#additional-drivers
Can I shoose who repairs my car?,"We will either:
Arrange the repair of your vehicle through one of our preferred repairers.
If one of our preferred repairers cannot complete the repair or replace the damaged parts of your car, we will pay you the amount of the assessed quote from one of your repairers.
Pay you the amount of the assessed quote from our preferred repairer when we are able to complete the repair or replace damaged parts of your car but you request a cash settlement.
Settle your claim as a Total Los",APIA,https://www.apia.com.au/faqs/car.html#repairer
I've had a car accident. What do I do?,"Make sure everyone is safe. If it is an emergency and you or anyone else involved in the incident is injured and needs urgent medical attention, call 000.
If it is safe to do so, move your car to a safe location. If you cannot move your car and it is causing a road blockage, call the police for assistance.
Collect details of all drivers, passengers and witnesses. Make sure you have their full names, addresses and contact numbers. If another vehicle is involved, record its registration number and the driver’s insurance details. If the police attend, record the report number and name of the attending officer. Do not admit fault to anyone.
Contact us as soon as possible. Make sure you have the details of the incident including date, time and location at hand to assist us with lodging your claim. If towing is required, we will help arrange the towing of your car to a location we nominate for assessment.",APIA,https://www.apia.com.au/faqs/car/accident.html#accident
Am I covered if I drive my car overseas?,"No, your Apia Car Insurance policy only covers you for incidents within Australia.",APIA,https://www.apia.com.au/faqs/car/driving-overseas.html#driving-overseas
How do I get a Car Insurance quote?,"You can get a quote for Apia Car Insurance online. To get your quote:
Visit the Apia homepage
Click ‘Get a quote’, then follow the prompts.
You can retrieve a saved quote by visiting the Apia homepage and clicking on ‘Retrieve a quote’. Alternatively, you can use the link that was sent to the email address you entered at the end of the quote you completed.",APIA,https://www.apia.com.au/faqs/car/car-insurance-quote.html#car-insurance-quote
How do I update my Apia Car Insurance policy?,"Apia Online Services is the place to go to update or manage your Apia Car Insurance policy.
Once you’ve registered online, you’ll be able to: View your policy details; Get instant access to policy documents; Upload documents for a claim; Update your policy; Track your claim; Book appointments related to your claim, and more. If you have trouble logging on or have forgotten your password, learn more.
Apia Online Services video tutorials explain how to get the most out of your account.",APIA,https://www.apia.com.au/faqs/car/update-apia-car-insurance-policy.html#update-apia-car-insurance-policy
Does Apia offer cover notes?,"No, Apia does not offer cover notes (a temporary insurance that provides cover between signing up for a new policy and making the initial premium payment). When you commence cover with an Apia Car Insurance policy, you can pay through a number of convenient options, including online, via BPAY, in person, and by mail. Discover our full list of payment method options.
Apia also offers a 21-day cooling off period on our Comprehensive Car Insurance.
This means that when you sign up for a new Comprehensive Car Insurance policy, you’ll have 21 days to cancel your policy, if you choose to, and get a full refund (as long as you haven’t made any claims in that time).",APIA,https://www.apia.com.au/faqs/car/Apia-offer-cover-notes.html#Apia-offer-cover-notes
What happens if I miss my monthly instalment payment?,"If you miss a monthly instalment you can make a one off payment via your Apia Online Services online account.

To make a one off payment, follow the below steps: Log into Apia Online Services; Select the “Policies” button; Select the relevant policy from your policy list  
If you’re eligible to make a manual payment, click the “Pay now” button which will appear at the top of the Policy Summary screen. If you’re not able to make a payment the box will not appear.
You will be able check and update your direct debit or card details with us following your successful payment. You can also update your payment details when you log into Apia Online Services at any time, accessible via the Policy Summary screen.
If a monthly instalment is overdue we will let you know. We can cancel your policy by giving you at least 14 days advance notice, but if a monthly instalment is overdue by a month, we can cancel your policy without advance notice.",APIA,https://www.apia.com.au/faqs/payments/what-happens-if-i-miss-my-monthly-instalment-payment.html#what-happens-if-i-miss-my-monthly-instalment-payment
How do I update a listed driver on my Apia Car Insurance policy?,"Apia Online Services is the place to go to update or manage your Apia Car Insurance policy.
You can add or remove the listed drivers on your policy at any time online. Simply log in to your Apia Online Services account, select your policy from the list of policies available then choose the 'Update policy' option. Select 'Listed Drivers' under the 'Update my policy' heading to update details.
If your policy is due for renewal, you can still update your details through Apia Online Services account. Once logged in, select your policy up for renewal and then choose the 'Renew Policy' option. From there, update 'Listed Drivers' under the 'Listed Drivers' heading.
If you have trouble logging on or have forgotten your password, learn more.
Apia Online Services video tutorials explain how to get the most out of your account.",APIA,https://www.apia.com.au/faqs/car.html#how-do-i-update-a-listed-driver-on-my-apia-car-insurance-policy
How do I update my parking address on my Apia Car Insurance policy?,"Apia Online Services is the place to go to update or manage your Apia Car Insurance policy.
You can change the parking address on your car insurance quickly and easily online.
Simply log in to Apia Online Services account, select your policy from the list of policies available then select the 'Update policy' option. Choose 'Parking address' under the 'Update my policy' heading to update details.
If your policy is due for renewal, the process is a little different. After you log into Apia Online Services account, select your policy up for renewal and then choose the 'Renew Policy' option. You'll see an option to update your 'Parking address' under the 'Your Policy details' heading.
If you have trouble logging on or have forgotten your password, learn more.
Apia Online Services video tutorials explain how to get the most out of your account.",APIA,https://www.apia.com.au/faqs/car.html#how-do-i-update-my-parking-address-on-my-apia-car-insurance-policy
Should I let Apia know if I'm driving less than when I stated when I took out or renewed my policy?,"If you’re driving substantially less than what you stated on your policy, maybe because you’re working from home, this may potentially reduce your premium. Please get in touch with us to discuss your options. It’s important to remember to update your policy once you start driving more again.",APIA,https://www.apia.com.au/faqs/car.html#driving-less
How do I make a car insurance claim?,You can make a claim either online or by calling anytime on 13 70 11. QBE Insurance (Australia) Ltd (QBE) handles our claims. ,AustralianPost,https://auspost.com.au/help-and-support/answers?c=ComIns100
What does Comprehensive Car Insurance cover?,"We offer three types of car insurance products – Comprehensive, Third Party and Compulsory Third Party (also known as CTP or Green Slip. Note that CTP is only available in New South Wales).
Of these products, Comprehensive Car Insurance offers the broadest level of protection. It covers repairs to your car for damage caused by things like collision, fire, theft and weather events. It also covers damage to someone else’s vehicle or property caused by the use of your car.
For more information please read the Combined Financial Services Guide and Product Disclosure Statement.  ",AustralianPost,https://auspost.com.au/help-and-support/answers?c=ComIns100
What should I do if I have a car accident?,"If you are covered by an Australia Post car insurance policy and you have a car accident, we're here to help. Check that all passengers at the accident scene are safe. If anyone is injured or there is significant property damage, call the police immediately, and an ambulance if needed. If there are any other drivers involved, ask to see their driver licence and record their:  name, address , phone numbers , registration number, car insurance details.   
Make sure you also write down the contact details of any witnesses. Have this information handy when you contact the claims team. You can call them 24 hours a day on 13 70 11. ",AustralianPost,https://auspost.com.au/help-and-support/answers?c=ComIns100
